,Sorted Json formula,Site,Distance,Element
394,"{""A"": {""Mo"": 0.1667, ""Nb"": 0.1667, ""Ta"": 0.1667, ""Ti"": 0.1667, ""V"": 0.1667, ""W"": 0.1667}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.1575216355669533,Ti
544,"{""A"": {""Ce"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Tm"": 0.2}, ""B"": {""Hf"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1572996771336589,Tm
575,"{""A"": {""Er"": 0.2, ""Eu"": 0.2, ""Lu"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""O"": 1.0}}",A,0.15700154876221495,Eu
595,"{""A"": {""Er"": 0.2, ""Eu"": 0.2, ""Lu"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Al"": 1.0}, ""C"": {""O"": 1.0}}",A,0.15700154876221495,Eu
611,"{""A"": {""Er"": 0.25, ""Lu"": 0.25, ""Tm"": 0.25, ""Yb"": 0.25}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.15698610453314887,Lu
386,"{""A"": {""Mo"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""V"": 0.2, ""W"": 0.2}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.156828782238851,Ti
212,"{""A"": {""Mo"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""W"": 0.2}, ""B"": {""Si"": 1.0}}",A,0.15656226338901225,Ti
255,"{""A"": {""Mo"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""W"": 0.2}, ""B"": {""B"": 1.0}}",A,0.15656226338901225,Ti
283,"{""A"": {""Co"": 0.2, ""Cu"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""B"": {""S"": 1.0}}",A,0.15644477172076798,Cu
463,"{""A"": {""Ba"": 0.5, ""Gd"": 0.5}, ""B"": {""Co"": 0.2, ""Cu"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""C"": {""O"": 1.0}}",B,0.15644477172076798,Cu
502,"{""A"": {""La"": 0.6, ""Sr"": 0.4}, ""B"": {""Co"": 0.2, ""Cu"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""C"": {""O"": 1.0}}",B,0.15644477172076798,Cu
359,"{""A"": {""Y"": 1.0}, ""B"": {""Co"": 0.2, ""Cu"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""C"": {""O"": 1.0}}",B,0.15644477172076798,Cu
360,"{""A"": {""La"": 1.0}, ""B"": {""Co"": 0.2, ""Cu"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""C"": {""O"": 1.0}}",B,0.15644477172076798,Cu
76,"{""A"": {""Co"": 0.2, ""Cu"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""B"": {""O"": 1.0}}",A,0.15644477172076798,Cu
469,"{""A"": {""Ba"": 0.5, ""La"": 0.5}, ""B"": {""Co"": 0.2, ""Cu"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""C"": {""O"": 1.0}}",B,0.15644477172076798,Cu
186,"{""A"": {""Co"": 0.2, ""Cu"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""B"": {""F"": 1.0}}",A,0.15644477172076798,Cu
232,"{""A"": {""Dy"": 0.1667, ""Gd"": 0.1667, ""Lu"": 0.1667, ""Tb"": 0.1667, ""Tm"": 0.1667, ""Yb"": 0.1667}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.15614559495796776,Lu
91,"{""A"": {""Dy"": 0.1429, ""Eu"": 0.1429, ""Gd"": 0.1429, ""Ho"": 0.1429, ""La"": 0.1429, ""Nd"": 0.1429, ""Sm"": 0.1429}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",A,0.15546915014019091,La
24,"{""A"": {""Ce"": 0.25, ""Hf"": 0.25, ""Y"": 0.25, ""Zr"": 0.25}, ""B"": {""O"": 0.875, ""X"": 0.125}}",A,0.15516923086219703,Ce
527,"{""A"": {""Ce"": 0.25, ""Hf"": 0.25, ""Y"": 0.25, ""Zr"": 0.25}, ""B"": {""O"": 1.0}}",A,0.15516923086219703,Ce
265,"{""A"": {""Ce"": 0.2, ""Er"": 0.2, ""Eu"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""B"": 1.0}}",A,0.15438635576677717,Ce
277,"{""A"": {""Co"": 0.2, ""Cr"": 0.2, ""Cu"": 0.2, ""Fe"": 0.2, ""Ni"": 0.2}, ""B"": {""S"": 1.0}}",A,0.15339677112394812,Cu
236,"{""A"": {""Hf"": 0.2, ""Mo"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""B"": {""B"": 1.0}}",A,0.15327002386594424,Mo
499,"{""A"": {""Ba"": 0.2, ""La"": 0.2, ""Pr"": 0.2, ""Sr"": 0.2, ""Y"": 0.2}, ""B"": {""Co"": 0.2, ""Fe"": 0.8}, ""C"": {""O"": 1.0}}",A,0.15315306304756127,Ba
530,"{""A"": {""Er"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Yb"": 0.2}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",A,0.15303389303083426,La
267,"{""A"": {""Eu"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""B"": 1.0}}",A,0.1526094447388412,Y
571,"{""A"": {""Eu"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Al"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1526094447388412,Y
57,"{""A"": {""Er"": 0.2, ""Eu"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Y"": 0.2}, ""B"": {""Al"": 1.0}, ""C"": {""O"": 1.0}}",A,0.15169317067391985,Y
136,"{""A"": {""Cu"": 0.25, ""Mg"": 0.25, ""Ni"": 0.25, ""Zn"": 0.25}, ""B"": {""O"": 1.0}}",A,0.1514289588993034,Mg
540,"{""A"": {""Ce"": 0.2, ""Eu"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Yb"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",A,0.15125658009729726,Ce
577,"{""A"": {""Dy"": 0.2, ""Er"": 0.2, ""Lu"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Al"": 1.0}, ""C"": {""O"": 1.0}}",A,0.15125109607172005,Lu
553,"{""A"": {""Dy"": 0.2, ""Er"": 0.2, ""Lu"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.15125109607172005,Lu
237,"{""A"": {""Hf"": 0.2, ""Mo"": 0.2, ""Nb"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""B"": {""B"": 1.0}}",A,0.15114506548377837,Mo
263,"{""A"": {""Ce"": 0.2, ""Er"": 0.2, ""Sm"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""B"": 1.0}}",A,0.1508879534211225,Ce
376,"{""A"": {""Ta"": 0.25, ""Ti"": 0.25, ""V"": 0.25, ""W"": 0.25}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.15086287042809532,V
539,"{""A"": {""Er"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1508072851781802,Er
339,"{""A"": {""Ba"": 0.25, ""Ca"": 0.25, ""La"": 0.25, ""Sr"": 0.25}, ""B"": {""Ti"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1501949339764882,La
365,"{""A"": {""Er"": 0.2, ""Eu"": 0.2, ""Sm"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",A,0.15006996364822411,Y
600,"{""A"": {""Er"": 0.2, ""Eu"": 0.2, ""Sm"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.15006996364822411,Y
131,"{""A"": {""Co"": 0.2, ""Cr"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""V"": 0.2}, ""B"": {""I"": 1.0}}",A,0.14987949329331662,V
607,"{""A"": {""Er"": 0.2, ""Lu"": 0.2, ""Sm"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1497866656587581,Lu
574,"{""A"": {""Er"": 0.2, ""Lu"": 0.2, ""Sm"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""O"": 1.0}}",A,0.1497866656587581,Lu
215,"{""A"": {""Hf"": 0.25, ""Nb"": 0.25, ""Ta"": 0.25, ""Ti"": 0.25}, ""B"": {""Si"": 1.0}}",A,0.14932001610442003,Hf
242,"{""A"": {""Hf"": 0.25, ""Nb"": 0.25, ""Ta"": 0.25, ""Ti"": 0.25}, ""B"": {""B"": 1.0}}",A,0.14932001610442003,Hf
233,"{""A"": {""Er"": 0.25, ""Sc"": 0.25, ""Y"": 0.25, ""Yb"": 0.25}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1488616456729459,Sc
555,"{""A"": {""Eu"": 0.25, ""Ho"": 0.25, ""Lu"": 0.25, ""Yb"": 0.25}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1486807068437126,Eu
256,"{""A"": {""Hf"": 0.2, ""Mo"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Zr"": 0.2}, ""B"": {""B"": 1.0}}",A,0.1486416679575785,Hf
602,"{""A"": {""Dy"": 0.1667, ""Er"": 0.1667, ""Gd"": 0.1667, ""Sm"": 0.1667, ""Y"": 0.1667, ""Yb"": 0.1667}, ""B"": {""Ta"": 1.0}, ""C"": {""O"": 1.0}}",A,0.14855132326570397,Y
677,"{""A"": {""Ce"": 0.2, ""Dy"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Y"": 0.2}, ""B"": {""Sn"": 1.0}, ""C"": {""O"": 1.0}}",A,0.14854499726590642,Dy
272,"{""A"": {""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Tb"": 0.2, ""Y"": 0.2}, ""B"": {""B"": 1.0}}",A,0.1484069006701082,Tb
213,"{""A"": {""Mo"": 0.2, ""Nb"": 0.2, ""Ti"": 0.2, ""W"": 0.2, ""Zr"": 0.2}, ""B"": {""Si"": 1.0}}",A,0.14823255951737468,W
6,"{""A"": {""Mo"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""V"": 0.2, ""W"": 0.2}, ""B"": {""C"": 1.0}}",A,0.14817128539598357,V
281,"{""A"": {""Mo"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""V"": 0.2, ""W"": 0.2}, ""B"": {""S"": 1.0}}",A,0.14817128539598357,V
114,"{""A"": {""Ce"": 0.1429, ""Eu"": 0.1429, ""Gd"": 0.1429, ""La"": 0.1429, ""Nd"": 0.1429, ""Pr"": 0.1429, ""Sm"": 0.1429}, ""B"": {""Hf"": 0.3333, ""Sn"": 0.3333, ""Zr"": 0.3333}, ""C"": {""O"": 1.0}}",A,0.14805381412868257,Eu
584,"{""A"": {""Ce"": 0.1429, ""Eu"": 0.1429, ""Gd"": 0.1429, ""La"": 0.1429, ""Nd"": 0.1429, ""Pr"": 0.1429, ""Sm"": 0.1429}, ""B"": {""P"": 1.0}, ""C"": {""O"": 1.0}}",A,0.14805381412868257,Eu
113,"{""A"": {""Ce"": 0.1429, ""Eu"": 0.1429, ""Gd"": 0.1429, ""La"": 0.1429, ""Nd"": 0.1429, ""Pr"": 0.1429, ""Sm"": 0.1429}, ""B"": {""Hf"": 0.5, ""Zr"": 0.5}, ""C"": {""O"": 1.0}}",A,0.14805381412868257,Eu
15,"{""A"": {""Hf"": 0.25, ""Mo"": 0.25, ""Ta"": 0.25, ""Ti"": 0.25}, ""B"": {""C"": 1.0}}",A,0.14788549719562383,Hf
130,"{""A"": {""Co"": 0.25, ""Fe"": 0.25, ""Mn"": 0.25, ""V"": 0.25}, ""B"": {""Cl"": 1.0}}",A,0.14788070477857385,V
235,"{""A"": {""Hf"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""B"": {""B"": 1.0}}",A,0.14782891432238499,Hf
348,"{""A"": {""Hf"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""B"": {""C"": 0.8, ""N"": 0.2}}",A,0.14782891432238499,Hf
201,"{""A"": {""Hf"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""B"": {""N"": 0.88}}",A,0.14782891432238499,Hf
192,"{""A"": {""Hf"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""B"": {""C"": 0.5, ""N"": 0.5}}",A,0.14782891432238499,Hf
189,"{""A"": {""Hf"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""B"": {""N"": 1.0}}",A,0.14782891432238499,Hf
353,"{""A"": {""Hf"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""B"": {""C"": 0.95}}",A,0.14782891432238499,Hf
1,"{""A"": {""Hf"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""B"": {""C"": 1.0}}",A,0.14782891432238499,Hf
206,"{""A"": {""Hf"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""B"": {""C"": 0.455, ""N"": 0.455}}",A,0.14782891432238499,Hf
361,"{""A"": {""Ca"": 0.4, ""Gd"": 0.3, ""La"": 0.3}, ""B"": {""Hf"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",B,0.14782891432238499,Hf
273,"{""A"": {""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2, ""Tb"": 0.2}, ""B"": {""B"": 1.0}}",A,0.1475454974837067,Tb
581,"{""A"": {""La"": 0.2, ""Lu"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Yb"": 0.2}, ""B"": {""Gd"": 0.5, ""Ta"": 0.5}, ""C"": {""O"": 1.0}}",A,0.14718298484161607,Lu
542,"{""A"": {""Ce"": 0.2, ""Dy"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2}, ""B"": {""Hf"": 1.0}, ""C"": {""O"": 1.0}}",A,0.146653131837436,Ce
92,"{""A"": {""Eu"": 0.2, ""Gd"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Y"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",A,0.14611974082328139,Y
42,"{""A"": {""Ce"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2}, ""B"": {""O"": 0.875, ""X"": 0.125}}",A,0.14598176195126933,Gd
588,"{""A"": {""Dy"": 0.2, ""Lu"": 0.2, ""Sm"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Ta"": 1.0}, ""C"": {""O"": 1.0}}",A,0.14586664347579825,Lu
351,"{""A"": {""Cr"": 0.25, ""Nb"": 0.25, ""Ti"": 0.25, ""V"": 0.25}, ""B"": {""N"": 0.825}}",A,0.14501511837314218,Cr
90,"{""A"": {""Dy"": 0.1667, ""Eu"": 0.1667, ""Gd"": 0.1667, ""La"": 0.1667, ""Nd"": 0.1667, ""Sm"": 0.1667}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",A,0.14426312171984723,La
628,"{""A"": {""Dy"": 0.1667, ""Eu"": 0.1667, ""Gd"": 0.1667, ""La"": 0.1667, ""Nd"": 0.1667, ""Sm"": 0.1667}, ""B"": {""Ta"": 1.0}, ""C"": {""O"": 1.0}}",A,0.14426312171984723,La
260,"{""A"": {""Gd"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Tb"": 0.2, ""Y"": 0.2}, ""B"": {""B"": 1.0}}",A,0.1441087465919887,Y
638,"{""A"": {""Ce"": 0.2, ""Dy"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Y"": 0.2}, ""B"": {""Ta"": 1.0}, ""C"": {""O"": 1.0}}",A,0.14311587133316916,Dy
641,"{""A"": {""Er"": 0.25, ""Lu"": 0.25, ""Tm"": 0.25, ""Y"": 0.25}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.14282873116308648,Y
627,"{""A"": {""Ce"": 0.2, ""Eu"": 0.2, ""La"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2}, ""B"": {""Hf"": 1.0}, ""C"": {""O"": 1.0}}",A,0.14276677800362958,Eu
354,"{""A"": {""Er"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Sm"": 0.2, ""Yb"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",A,0.14222837493755258,La
543,"{""A"": {""Ce"": 0.2, ""Gd"": 0.2, ""Ho"": 0.2, ""La"": 0.2, ""Nd"": 0.2}, ""B"": {""Hf"": 1.0}, ""C"": {""O"": 1.0}}",A,0.14196337851115426,Ho
355,"{""A"": {""Eu"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1415928593523511,Eu
486,"{""A"": {""Eu"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2}, ""B"": {""Cu"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1415928593523511,Eu
362,"{""A"": {""Eu"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2}, ""B"": {""Al"": 0.6, ""Co"": 0.4}, ""C"": {""O"": 1.0}}",A,0.1415928593523511,Eu
56,"{""A"": {""Eu"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2}, ""B"": {""Ni"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1415928593523511,Eu
570,"{""A"": {""Ce"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Y"": 0.2}, ""B"": {""Ta"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1415838385128616,Nd
519,"{""A"": {""Er"": 0.2, ""Gd"": 0.2, ""Nd"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1414948014186993,Y
227,"{""A"": {""Dy"": 0.2, ""Er"": 0.2, ""Gd"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",A,0.14129504589198294,Y
596,"{""A"": {""Dy"": 0.2, ""Er"": 0.2, ""Gd"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Hf"": 1.0}, ""C"": {""O"": 1.0}}",A,0.14129504589198294,Y
533,"{""A"": {""Dy"": 0.2, ""Er"": 0.2, ""Gd"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",A,0.14129504589198294,Y
184,"{""A"": {""Cu"": 0.25, ""Fe"": 0.25, ""Ni"": 0.25, ""Zn"": 0.25}, ""B"": {""F"": 1.0}}",A,0.1411811848264165,Fe
546,"{""A"": {""Gd"": 0.2, ""Ho"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Y"": 0.2}, ""B"": {""Ce"": 0.25, ""Zr"": 0.75}, ""C"": {""O"": 1.0}}",A,0.14068518252542161,Nd
371,"{""A"": {""Mo"": 0.25, ""Nb"": 0.25, ""Ti"": 0.25, ""V"": 0.25}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.13946066867850926,Ti
268,"{""A"": {""Gd"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""B"": 1.0}}",A,0.13869817012852137,Y
605,"{""A"": {""Gd"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Nb"": 0.5, ""Ta"": 0.5}, ""C"": {""O"": 1.0}}",A,0.13869817012852137,Y
532,"{""A"": {""Er"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",A,0.13864060148162993,La
535,"{""A"": {""Sr"": 1.0}, ""B"": {""Dy"": 0.2, ""Gd"": 0.2, ""Sm"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""C"": {""O"": 1.0}}",B,0.13829260898394236,Y
94,"{""A"": {""Eu"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Y"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",A,0.13826844431552465,Nd
96,"{""A"": {""Eu"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Y"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1374301529066112,Y
526,"{""A"": {""Eu"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Y"": 0.2}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",A,0.1374301529066112,Y
612,"{""A"": {""Ce"": 0.2, ""Eu"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",A,0.13695637782202708,Eu
578,"{""A"": {""Ce"": 0.2, ""Eu"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2}, ""B"": {""P"": 1.0}, ""C"": {""O"": 1.0}}",A,0.13695637782202708,Eu
97,"{""A"": {""Ce"": 0.2, ""Eu"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",A,0.13695637782202708,Eu
624,"{""A"": {""Ce"": 0.2, ""Eu"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Sm"": 0.2}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",A,0.13656117281873037,Ce
630,"{""A"": {""Ce"": 0.2, ""Eu"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Sm"": 0.2}, ""B"": {""P"": 1.0}, ""C"": {""O"": 1.0}}",A,0.13656117281873037,Ce
40,"{""A"": {""Ce"": 0.2, ""Gd"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2}, ""B"": {""O"": 0.875, ""X"": 0.125}}",A,0.13654791436585922,Gd
266,"{""A"": {""Ce"": 0.2, ""Eu"": 0.2, ""Sm"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""B"": 1.0}}",A,0.13527770866161315,Ce
372,"{""A"": {""Nb"": 0.25, ""Ta"": 0.25, ""Ti"": 0.25, ""V"": 0.25}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",A,0.13499191211590567,V
